FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,YEAR,WEATHER_CONDITION,INJURIES_TOTAL
PEDESTRIAN,T-INTERSECTION,2023,CLOUDY/OVERCAST,1
PEDESTRIAN,T-INTERSECTION,2023,OTHER,1
PEDESTRIAN,T-INTERSECTION,2023,RAIN,8
PEDESTRIAN,T-INTERSECTION,2023,SNOW,3
PEDESTRIAN,T-INTERSECTION,2023,UNKNOWN,4
PEDESTRIAN,TRAFFIC ROUTE,2019,CLEAR,6
PEDESTRIAN,TRAFFIC ROUTE,2020,CLEAR,4
PEDESTRIAN,TRAFFIC ROUTE,2020,RAIN,1
PEDESTRIAN,TRAFFIC ROUTE,2021,CLEAR,2
PEDESTRIAN,TRAFFIC ROUTE,2022,CLEAR,5
PEDESTRIAN,TRAFFIC ROUTE,2022,CLOUDY/OVERCAST,1
PEDESTRIAN,TRAFFIC ROUTE,2022,FOG/SMOKE/HAZE,1
PEDESTRIAN,TRAFFIC ROUTE,2023,CLEAR,4
PEDESTRIAN,TRAFFIC ROUTE,2023,CLOUDY/OVERCAST,1
PEDESTRIAN,TRAFFIC ROUTE,2023,RAIN,4
PEDESTRIAN,TRAFFIC ROUTE,2023,SNOW,2
PEDESTRIAN,UNKNOWN,2015,UNKNOWN,2
PEDESTRIAN,UNKNOWN,2016,CLEAR,4
PEDESTRIAN,UNKNOWN,2016,CLOUDY/OVERCAST,1
PEDESTRIAN,UNKNOWN,2016,UNKNOWN,1
PEDESTRIAN,UNKNOWN,2017,CLEAR,10
PEDESTRIAN,UNKNOWN,2017,RAIN,1
PEDESTRIAN,UNKNOWN,2017,UNKNOWN,2
PEDESTRIAN,UNKNOWN,2018,CLEAR,20
PEDESTRIAN,UNKNOWN,2018,RAIN,2
PEDESTRIAN,UNKNOWN,2018,UNKNOWN,11
PEDESTRIAN,UNKNOWN,2019,CLEAR,15
PEDESTRIAN,UNKNOWN,2019,RAIN,2
PEDESTRIAN,UNKNOWN,2019,SNOW,1
PEDESTRIAN,UNKNOWN,2019,UNKNOWN,11
PEDESTRIAN,UNKNOWN,2020,CLEAR,17
PEDESTRIAN,UNKNOWN,2020,CLOUDY/OVERCAST,2
PEDESTRIAN,UNKNOWN,2020,RAIN,1
PEDESTRIAN,UNKNOWN,2020,UNKNOWN,10
PEDESTRIAN,UNKNOWN,2021,CLEAR,14
PEDESTRIAN,UNKNOWN,2021,RAIN,3
PEDESTRIAN,UNKNOWN,2021,UNKNOWN,6
PEDESTRIAN,UNKNOWN,2022,CLEAR,16
PEDESTRIAN,UNKNOWN,2022,CLOUDY/OVERCAST,1
PEDESTRIAN,UNKNOWN,2022,SNOW,1
PEDESTRIAN,UNKNOWN,2022,UNKNOWN,7
PEDESTRIAN,UNKNOWN,2023,CLEAR,14
PEDESTRIAN,UNKNOWN,2023,RAIN,1
PEDESTRIAN,UNKNOWN,2023,UNKNOWN,12
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2019,CLEAR,13
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2019,FOG/SMOKE/HAZE,1
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2019,RAIN,2
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2019,UNKNOWN,2
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2020,CLEAR,15
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2020,OTHER,1
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2020,RAIN,1
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2020,SNOW,1
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2020,UNKNOWN,1
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2021,CLEAR,5
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2021,CLOUDY/OVERCAST,2
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2021,UNKNOWN,3
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2022,BLOWING SNOW,1
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2022,CLEAR,5
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2022,CLOUDY/OVERCAST,2
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2022,RAIN,1
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2022,UNKNOWN,2
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2023,CLEAR,9
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2023,RAIN,1
PEDESTRIAN,UNKNOWN INTERSECTION TYPE,2023,UNKNOWN,1
PEDESTRIAN,Y-INTERSECTION,2019,CLEAR,3
PEDESTRIAN,Y-INTERSECTION,2019,RAIN,1
PEDESTRIAN,Y-INTERSECTION,2020,CLEAR,6
PEDESTRIAN,Y-INTERSECTION,2020,RAIN,1
PEDESTRIAN,Y-INTERSECTION,2021,CLEAR,2
PEDESTRIAN,Y-INTERSECTION,2021,SNOW,1
PEDESTRIAN,Y-INTERSECTION,2022,CLEAR,3
PEDESTRIAN,Y-INTERSECTION,2022,SNOW,1
PEDESTRIAN,Y-INTERSECTION,2023,CLEAR,2
PEDESTRIAN,Y-INTERSECTION,2023,CLOUDY/OVERCAST,1
REAR END,ALLEY,2015,CLEAR,8
REAR END,ALLEY,2016,CLEAR,30
REAR END,ALLEY,2016,RAIN,1
REAR END,ALLEY,2016,SLEET/HAIL,1
REAR END,ALLEY,2016,SNOW,2
REAR END,ALLEY,2017,CLEAR,57
REAR END,ALLEY,2017,CLOUDY/OVERCAST,2
REAR END,ALLEY,2017,RAIN,7
REAR END,ALLEY,2017,SNOW,1
REAR END,ALLEY,2017,UNKNOWN,1
REAR END,ALLEY,2018,CLEAR,61
REAR END,ALLEY,2018,CLOUDY/OVERCAST,4
REAR END,ALLEY,2018,RAIN,13
REAR END,ALLEY,2018,SNOW,6
REAR END,ALLEY,2018,UNKNOWN,4
REAR END,ALLEY,2019,CLEAR,48
REAR END,ALLEY,2019,CLOUDY/OVERCAST,1
REAR END,ALLEY,2019,RAIN,3
REAR END,ALLEY,2019,SNOW,6
REAR END,ALLEY,2020,CLEAR,32
REAR END,ALLEY,2020,CLOUDY/OVERCAST,2
REAR END,ALLEY,2020,OTHER,1
REAR END,ALLEY,2020,RAIN,3
REAR END,ALLEY,2020,SNOW,2
REAR END,ALLEY,2020,UNKNOWN,1
REAR END,ALLEY,2021,CLEAR,35
REAR END,ALLEY,2021,CLOUDY/OVERCAST,2
REAR END,ALLEY,2021,RAIN,1
REAR END,ALLEY,2021,SNOW,4
REAR END,ALLEY,2021,UNKNOWN,3
REAR END,ALLEY,2022,CLEAR,28
REAR END,ALLEY,2022,CLOUDY/OVERCAST,3
REAR END,ALLEY,2022,OTHER,2
REAR END,ALLEY,2022,RAIN,1
REAR END,ALLEY,2022,SNOW,2
REAR END,ALLEY,2022,UNKNOWN,3
REAR END,ALLEY,2023,CLEAR,25
REAR END,ALLEY,2023,RAIN,1
REAR END,ALLEY,2023,UNKNOWN,1
REAR END,CENTER TURN LANE,2015,CLEAR,9
REAR END,CENTER TURN LANE,2015,CLOUDY/OVERCAST,1
REAR END,CENTER TURN LANE,2015,RAIN,2
REAR END,CENTER TURN LANE,2015,SNOW,1
REAR END,CENTER TURN LANE,2016,CLEAR,49
REAR END,CENTER TURN LANE,2016,CLOUDY/OVERCAST,7
REAR END,CENTER TURN LANE,2016,OTHER,1
REAR END,CENTER TURN LANE,2016,RAIN,10
REAR END,CENTER TURN LANE,2016,SNOW,5
REAR END,CENTER TURN LANE,2016,UNKNOWN,4
REAR END,CENTER TURN LANE,2017,CLEAR,110
REAR END,CENTER TURN LANE,2017,CLOUDY/OVERCAST,6
REAR END,CENTER TURN LANE,2017,RAIN,22
REAR END,CENTER TURN LANE,2017,SNOW,5
REAR END,CENTER TURN LANE,2017,UNKNOWN,6
REAR END,CENTER TURN LANE,2018,CLEAR,213
REAR END,CENTER TURN LANE,2018,CLOUDY/OVERCAST,9
REAR END,CENTER TURN LANE,2018,RAIN,23
REAR END,CENTER TURN LANE,2018,SLEET/HAIL,1
REAR END,CENTER TURN LANE,2018,SNOW,10
REAR END,CENTER TURN LANE,2018,UNKNOWN,7
REAR END,CENTER TURN LANE,2019,CLEAR,137
REAR END,CENTER TURN LANE,2019,CLOUDY/OVERCAST,5
REAR END,CENTER TURN LANE,2019,FREEZING RAIN/DRIZZLE,1
REAR END,CENTER TURN LANE,2019,OTHER,1
REAR END,CENTER TURN LANE,2019,RAIN,31
REAR END,CENTER TURN LANE,2019,SNOW,10
REAR END,CENTER TURN LANE,2019,UNKNOWN,14
REAR END,CENTER TURN LANE,2020,BLOWING SNOW,1
REAR END,CENTER TURN LANE,2020,CLEAR,120
REAR END,CENTER TURN LANE,2020,CLOUDY/OVERCAST,2
REAR END,CENTER TURN LANE,2020,OTHER,1
REAR END,CENTER TURN LANE,2020,RAIN,19
REAR END,CENTER TURN LANE,2020,SLEET/HAIL,1
REAR END,CENTER TURN LANE,2020,SNOW,3
REAR END,CENTER TURN LANE,2020,UNKNOWN,10
REAR END,CENTER TURN LANE,2021,CLEAR,118
REAR END,CENTER TURN LANE,2021,CLOUDY/OVERCAST,5
REAR END,CENTER TURN LANE,2021,FOG/SMOKE/HAZE,1
REAR END,CENTER TURN LANE,2021,RAIN,10
REAR END,CENTER TURN LANE,2021,SNOW,7
REAR END,CENTER TURN LANE,2021,UNKNOWN,1
REAR END,CENTER TURN LANE,2022,CLEAR,95
REAR END,CENTER TURN LANE,2022,CLOUDY/OVERCAST,4
REAR END,CENTER TURN LANE,2022,OTHER,1
REAR END,CENTER TURN LANE,2022,RAIN,8
REAR END,CENTER TURN LANE,2022,SNOW,8
REAR END,CENTER TURN LANE,2022,UNKNOWN,9
REAR END,CENTER TURN LANE,2023,CLEAR,78
REAR END,CENTER TURN LANE,2023,CLOUDY/OVERCAST,1
REAR END,CENTER TURN LANE,2023,RAIN,14
REAR END,CENTER TURN LANE,2023,SNOW,1
REAR END,CENTER TURN LANE,2023,UNKNOWN,9
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2015,CLEAR,622
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2015,CLOUDY/OVERCAST,23
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2015,FOG/SMOKE/HAZE,2
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2015,OTHER,2
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2015,RAIN,119
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2015,SEVERE CROSS WIND GATE,1
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2015,SNOW,31
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2015,UNKNOWN,32
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2016,CLEAR,2593
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2016,CLOUDY/OVERCAST,86
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2016,FOG/SMOKE/HAZE,8
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2016,OTHER,10
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2016,RAIN,334
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2016,SLEET/HAIL,4
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2016,SNOW,95
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2016,UNKNOWN,99
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2017,CLEAR,4343
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2017,CLOUDY/OVERCAST,171
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2017,FOG/SMOKE/HAZE,11
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2017,OTHER,14
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2017,RAIN,648
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2017,SLEET/HAIL,3
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2017,SNOW,134
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2017,UNKNOWN,138
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2018,CLEAR,5425
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2018,CLOUDY/OVERCAST,223
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2018,FOG/SMOKE/HAZE,14
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2018,OTHER,18
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2018,RAIN,700
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2018,SEVERE CROSS WIND GATE,1
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2018,SLEET/HAIL,16
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2018,SNOW,301
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2018,UNKNOWN,141
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2019,BLOWING SNOW,1
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2019,CLEAR,4721
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2019,CLOUDY/OVERCAST,218
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2019,FOG/SMOKE/HAZE,8
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2019,FREEZING RAIN/DRIZZLE,12
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2019,OTHER,22
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2019,RAIN,744
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2019,SEVERE CROSS WIND GATE,1
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2019,SLEET/HAIL,16
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2019,SNOW,264
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2019,UNKNOWN,111
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2020,"BLOWING SAND, SOIL, DIRT",1
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2020,BLOWING SNOW,2
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2020,CLEAR,3332
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2020,CLOUDY/OVERCAST,144
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2020,FOG/SMOKE/HAZE,1
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2020,FREEZING RAIN/DRIZZLE,25
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2020,OTHER,4
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2020,RAIN,437
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2020,SLEET/HAIL,2
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2020,SNOW,169
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2020,UNKNOWN,101
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2021,BLOWING SNOW,2
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2021,CLEAR,3520
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2021,CLOUDY/OVERCAST,136
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2021,FREEZING RAIN/DRIZZLE,9
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2021,OTHER,9
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2021,RAIN,417
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2021,SEVERE CROSS WIND GATE,1
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2021,SLEET/HAIL,4
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2021,SNOW,196
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2021,UNKNOWN,134
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2022,BLOWING SNOW,16
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2022,CLEAR,3323
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2022,CLOUDY/OVERCAST,125
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2022,FOG/SMOKE/HAZE,2
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2022,FREEZING RAIN/DRIZZLE,24
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2022,OTHER,10
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2022,RAIN,403
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2022,SEVERE CROSS WIND GATE,1
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2022,SLEET/HAIL,2
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2022,SNOW,150
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2022,UNKNOWN,194
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2023,BLOWING SNOW,1
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2023,CLEAR,2654
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2023,CLOUDY/OVERCAST,102
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2023,FOG/SMOKE/HAZE,4
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2023,FREEZING RAIN/DRIZZLE,6
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2023,OTHER,8
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2023,RAIN,304
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2023,SLEET/HAIL,2
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2023,SNOW,68
REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2023,UNKNOWN,197
REAR END,DIVIDED - W/MEDIAN BARRIER,2015,CLEAR,207
REAR END,DIVIDED - W/MEDIAN BARRIER,2015,CLOUDY/OVERCAST,12
REAR END,DIVIDED - W/MEDIAN BARRIER,2015,RAIN,39
REAR END,DIVIDED - W/MEDIAN BARRIER,2015,SNOW,6
REAR END,DIVIDED - W/MEDIAN BARRIER,2015,UNKNOWN,10
REAR END,DIVIDED - W/MEDIAN BARRIER,2016,CLEAR,866
REAR END,DIVIDED - W/MEDIAN BARRIER,2016,CLOUDY/OVERCAST,23
REAR END,DIVIDED - W/MEDIAN BARRIER,2016,FOG/SMOKE/HAZE,3
REAR END,DIVIDED - W/MEDIAN BARRIER,2016,OTHER,4
REAR END,DIVIDED - W/MEDIAN BARRIER,2016,RAIN,125
REAR END,DIVIDED - W/MEDIAN BARRIER,2016,SEVERE CROSS WIND GATE,1
REAR END,DIVIDED - W/MEDIAN BARRIER,2016,SLEET/HAIL,1
REAR END,DIVIDED - W/MEDIAN BARRIER,2016,SNOW,33
REAR END,DIVIDED - W/MEDIAN BARRIER,2016,UNKNOWN,25
REAR END,DIVIDED - W/MEDIAN BARRIER,2017,CLEAR,1449
REAR END,DIVIDED - W/MEDIAN BARRIER,2017,CLOUDY/OVERCAST,56
REAR END,DIVIDED - W/MEDIAN BARRIER,2017,FOG/SMOKE/HAZE,6
REAR END,DIVIDED - W/MEDIAN BARRIER,2017,OTHER,3
REAR END,DIVIDED - W/MEDIAN BARRIER,2017,RAIN,246
REAR END,DIVIDED - W/MEDIAN BARRIER,2017,SEVERE CROSS WIND GATE,1
REAR END,DIVIDED - W/MEDIAN BARRIER,2017,SLEET/HAIL,1
REAR END,DIVIDED - W/MEDIAN BARRIER,2017,SNOW,40
REAR END,DIVIDED - W/MEDIAN BARRIER,2017,UNKNOWN,24
REAR END,DIVIDED - W/MEDIAN BARRIER,2018,CLEAR,1922
REAR END,DIVIDED - W/MEDIAN BARRIER,2018,CLOUDY/OVERCAST,85
REAR END,DIVIDED - W/MEDIAN BARRIER,2018,FOG/SMOKE/HAZE,14
REAR END,DIVIDED - W/MEDIAN BARRIER,2018,OTHER,10
REAR END,DIVIDED - W/MEDIAN BARRIER,2018,RAIN,284
REAR END,DIVIDED - W/MEDIAN BARRIER,2018,SEVERE CROSS WIND GATE,1
REAR END,DIVIDED - W/MEDIAN BARRIER,2018,SLEET/HAIL,2
REAR END,DIVIDED - W/MEDIAN BARRIER,2018,SNOW,80
REAR END,DIVIDED - W/MEDIAN BARRIER,2018,UNKNOWN,34
REAR END,DIVIDED - W/MEDIAN BARRIER,2019,BLOWING SNOW,1
REAR END,DIVIDED - W/MEDIAN BARRIER,2019,CLEAR,1735
REAR END,DIVIDED - W/MEDIAN BARRIER,2019,CLOUDY/OVERCAST,82
REAR END,DIVIDED - W/MEDIAN BARRIER,2019,FOG/SMOKE/HAZE,4
REAR END,DIVIDED - W/MEDIAN BARRIER,2019,FREEZING RAIN/DRIZZLE,4
REAR END,DIVIDED - W/MEDIAN BARRIER,2019,OTHER,8
REAR END,DIVIDED - W/MEDIAN BARRIER,2019,RAIN,274
REAR END,DIVIDED - W/MEDIAN BARRIER,2019,SEVERE CROSS WIND GATE,2
REAR END,DIVIDED - W/MEDIAN BARRIER,2019,SLEET/HAIL,3
REAR END,DIVIDED - W/MEDIAN BARRIER,2019,SNOW,79
REAR END,DIVIDED - W/MEDIAN BARRIER,2019,UNKNOWN,34
REAR END,DIVIDED - W/MEDIAN BARRIER,2020,CLEAR,1205
REAR END,DIVIDED - W/MEDIAN BARRIER,2020,CLOUDY/OVERCAST,40
REAR END,DIVIDED - W/MEDIAN BARRIER,2020,FOG/SMOKE/HAZE,1
REAR END,DIVIDED - W/MEDIAN BARRIER,2020,FREEZING RAIN/DRIZZLE,5
REAR END,DIVIDED - W/MEDIAN BARRIER,2020,OTHER,3
REAR END,DIVIDED - W/MEDIAN BARRIER,2020,RAIN,173
REAR END,DIVIDED - W/MEDIAN BARRIER,2020,SLEET/HAIL,4
REAR END,DIVIDED - W/MEDIAN BARRIER,2020,SNOW,67
REAR END,DIVIDED - W/MEDIAN BARRIER,2020,UNKNOWN,31
REAR END,DIVIDED - W/MEDIAN BARRIER,2021,CLEAR,1393
REAR END,DIVIDED - W/MEDIAN BARRIER,2021,CLOUDY/OVERCAST,69
REAR END,DIVIDED - W/MEDIAN BARRIER,2021,FOG/SMOKE/HAZE,1
REAR END,DIVIDED - W/MEDIAN BARRIER,2021,FREEZING RAIN/DRIZZLE,8
REAR END,DIVIDED - W/MEDIAN BARRIER,2021,OTHER,7
REAR END,DIVIDED - W/MEDIAN BARRIER,2021,RAIN,186
REAR END,DIVIDED - W/MEDIAN BARRIER,2021,SLEET/HAIL,1
REAR END,DIVIDED - W/MEDIAN BARRIER,2021,SNOW,53
REAR END,DIVIDED - W/MEDIAN BARRIER,2021,UNKNOWN,44
REAR END,DIVIDED - W/MEDIAN BARRIER,2022,BLOWING SNOW,4
REAR END,DIVIDED - W/MEDIAN BARRIER,2022,CLEAR,1357
REAR END,DIVIDED - W/MEDIAN BARRIER,2022,CLOUDY/OVERCAST,48
REAR END,DIVIDED - W/MEDIAN BARRIER,2022,FOG/SMOKE/HAZE,2
REAR END,DIVIDED - W/MEDIAN BARRIER,2022,FREEZING RAIN/DRIZZLE,7
REAR END,DIVIDED - W/MEDIAN BARRIER,2022,OTHER,6
REAR END,DIVIDED - W/MEDIAN BARRIER,2022,RAIN,199
REAR END,DIVIDED - W/MEDIAN BARRIER,2022,SEVERE CROSS WIND GATE,1
REAR END,DIVIDED - W/MEDIAN BARRIER,2022,SLEET/HAIL,1
REAR END,DIVIDED - W/MEDIAN BARRIER,2022,SNOW,64
REAR END,DIVIDED - W/MEDIAN BARRIER,2022,UNKNOWN,65
REAR END,DIVIDED - W/MEDIAN BARRIER,2023,BLOWING SNOW,2
REAR END,DIVIDED - W/MEDIAN BARRIER,2023,CLEAR,1013
REAR END,DIVIDED - W/MEDIAN BARRIER,2023,CLOUDY/OVERCAST,28
REAR END,DIVIDED - W/MEDIAN BARRIER,2023,FOG/SMOKE/HAZE,3
REAR END,DIVIDED - W/MEDIAN BARRIER,2023,FREEZING RAIN/DRIZZLE,4
REAR END,DIVIDED - W/MEDIAN BARRIER,2023,OTHER,4
REAR END,DIVIDED - W/MEDIAN BARRIER,2023,RAIN,164
REAR END,DIVIDED - W/MEDIAN BARRIER,2023,SLEET/HAIL,1
REAR END,DIVIDED - W/MEDIAN BARRIER,2023,SNOW,29
REAR END,DIVIDED - W/MEDIAN BARRIER,2023,UNKNOWN,76
REAR END,DRIVEWAY,2015,CLEAR,5
REAR END,DRIVEWAY,2015,UNKNOWN,2
REAR END,DRIVEWAY,2016,CLEAR,20
REAR END,DRIVEWAY,2016,RAIN,1
REAR END,DRIVEWAY,2016,SNOW,1
REAR END,DRIVEWAY,2016,UNKNOWN,1
REAR END,DRIVEWAY,2017,CLEAR,41
REAR END,DRIVEWAY,2017,CLOUDY/OVERCAST,1
REAR END,DRIVEWAY,2017,RAIN,3
REAR END,DRIVEWAY,2017,SNOW,2
REAR END,DRIVEWAY,2017,UNKNOWN,1
REAR END,DRIVEWAY,2018,CLEAR,39
REAR END,DRIVEWAY,2018,FOG/SMOKE/HAZE,1
REAR END,DRIVEWAY,2018,RAIN,4
REAR END,DRIVEWAY,2018,SNOW,1
REAR END,DRIVEWAY,2019,CLEAR,26
REAR END,DRIVEWAY,2019,CLOUDY/OVERCAST,3
REAR END,DRIVEWAY,2019,RAIN,3
REAR END,DRIVEWAY,2019,SNOW,5
REAR END,DRIVEWAY,2019,UNKNOWN,2
REAR END,DRIVEWAY,2020,CLEAR,22
REAR END,DRIVEWAY,2020,CLOUDY/OVERCAST,1
REAR END,DRIVEWAY,2020,FREEZING RAIN/DRIZZLE,1
REAR END,DRIVEWAY,2020,SNOW,1
REAR END,DRIVEWAY,2020,UNKNOWN,1
REAR END,DRIVEWAY,2021,CLEAR,16
REAR END,DRIVEWAY,2021,RAIN,1
REAR END,DRIVEWAY,2021,SNOW,3
REAR END,DRIVEWAY,2021,UNKNOWN,3
REAR END,DRIVEWAY,2022,CLEAR,21
REAR END,DRIVEWAY,2022,CLOUDY/OVERCAST,1
REAR END,DRIVEWAY,2022,RAIN,2
REAR END,DRIVEWAY,2022,UNKNOWN,2
REAR END,DRIVEWAY,2023,CLEAR,15
REAR END,DRIVEWAY,2023,CLOUDY/OVERCAST,3
REAR END,DRIVEWAY,2023,RAIN,1
REAR END,"FIVE POINT, OR MORE",2019,CLEAR,19
REAR END,"FIVE POINT, OR MORE",2019,RAIN,1
REAR END,"FIVE POINT, OR MORE",2019,UNKNOWN,1
REAR END,"FIVE POINT, OR MORE",2020,CLEAR,27
REAR END,"FIVE POINT, OR MORE",2020,CLOUDY/OVERCAST,1
REAR END,"FIVE POINT, OR MORE",2020,RAIN,1
REAR END,"FIVE POINT, OR MORE",2020,SNOW,2
REAR END,"FIVE POINT, OR MORE",2021,CLEAR,29
REAR END,"FIVE POINT, OR MORE",2021,CLOUDY/OVERCAST,1
REAR END,"FIVE POINT, OR MORE",2021,RAIN,3
REAR END,"FIVE POINT, OR MORE",2021,UNKNOWN,1
REAR END,"FIVE POINT, OR MORE",2022,CLEAR,30
REAR END,"FIVE POINT, OR MORE",2022,CLOUDY/OVERCAST,1
REAR END,"FIVE POINT, OR MORE",2022,RAIN,1
REAR END,"FIVE POINT, OR MORE",2022,SNOW,3
REAR END,"FIVE POINT, OR MORE",2023,CLEAR,27
REAR END,"FIVE POINT, OR MORE",2023,CLOUDY/OVERCAST,2
REAR END,"FIVE POINT, OR MORE",2023,RAIN,2
REAR END,"FIVE POINT, OR MORE",2023,SNOW,2
REAR END,FOUR WAY,2019,CLEAR,720
REAR END,FOUR WAY,2019,CLOUDY/OVERCAST,20
REAR END,FOUR WAY,2019,FOG/SMOKE/HAZE,1
REAR END,FOUR WAY,2019,FREEZING RAIN/DRIZZLE,2
REAR END,FOUR WAY,2019,OTHER,1
REAR END,FOUR WAY,2019,RAIN,133
REAR END,FOUR WAY,2019,SNOW,28
REAR END,FOUR WAY,2019,UNKNOWN,26
REAR END,FOUR WAY,2020,BLOWING SNOW,1
REAR END,FOUR WAY,2020,CLEAR,947
